abw;3;3544707788
afe;3;1236163044999
afg;3;14502158192
afw;3;796586157553
ago;3;84722957642
alb;3;22977677860
and;3;3727673593
arb;3;3491516939569
are;3;504173451327
arg;3;640591410663
arm;3;24212134631
asm;3;871000000
atg;3;2033085185
aus;3;1723827215334
aut;3;516034144115
aze;3;72356176470
bdi;3;2642161668
bel;3;632216577075
ben;3;19673284686
bfa;3;20324617838
bgd;3;437415331040
bgr;3;101584384672
bhr;3;43205000000
bhs;3;14338500000
bih;3;27054889362
blr;3;71857382745
blz;3;3281500000
bmu;3;7827980000
bol;3;45849832906
bra;3;2173665655937
brb;3;6393564189
brn;3;15128292953
btn;3;2898227713
bwa;3;19395765126
caf;3;2555492085
can;3;2140085567791
ceb;3;2252970882003
che;3;884940402230
chi;3;11228317318
chl;3;335533331669
chn;3;17794781986104
civ;3;78788828906
cmr;3;47945510090
cod;3;66383287002
cog;3;15321055818
col;3;363540156234
com;3;1352380972
cpv;3;2587252076
cri;3;86497941439
css;3;53252637669
cub;3;107351800000
cuw;3;3073840325
cym;3;6600844001
cyp;3;32229622669
cze;3;330858339871
deu;3;4456081016705
dji;3;4098530513
dma;3;653992592
dnk;3;404198757537
dom;3;121444279313
dza;3;239899491127
eap;3;21150247849983
ear;3;14847823837515
eas;3;30775659199419
eca;3;2098349713814
ecs;3;27240628835585
ecu;3;118844826000
egy;3;395926075163
emu;3;15544858680873
eri;3;2065001626
esp;3;1580694712515
est;3;40744848827
eth;3;163697927593
euu;3;18349388450765
fcs;3;1906801170087
fin;3;300187202696
fji;3;5494797540
fra;3;3030904089607
fro;3;3555929833
fsm;3;460000000
gab;3;20516134388
gbr;3;3340032380668
geo;3;30535530479
gha;3;76370394412
gin;3;23612295818
gmb;3;2339904156
gnb;3;1966461400
gnq;3;12116922539
grc;3;238206312632
grd;3;1320334235
grl;3;3235809504
gtm;3;102050473863
gum;3;6910000000
guy;3;16786302158
hic;3;67653743404264
hkg;3;382054574298
hnd;3;34400509852
hpc;3;1130472157492
hrv;3;82688842717
hti;3;19850829757
hun;3;212388906458
ibd;3;38733043068564
ibt;3;41559721641424
ida;3;2828041013610
idb;3;1044015231915
idn;3;1371171152331
idx;3;1786070910237
imn;3;7931193222
ind;3;3549918918777
irl;3;545629450403
irn;3;401504514718
irq;3;250842782139
isl;3;31020032583
isr;3;509901495702
ita;3;2254851212731
jam;3;19423355367
jor;3;50813642348
jpn;3;4212945159781
kaz;3;261421121085
ken;3;107440575838
kgz;3;13987627908
khm;3;31772759998
kir;3;279034355
kna;3;1077033111
kor;3;1712792854202
kwt;3;161772221950
lac;3;6050580948759
lao;3;15843155731
lbn;3;20992421948
lbr;3;4332000000
lby;3;50491722445
lca;3;2519925938
lcn;3;7094329636592
ldc;3;1504251159792
lic;3;646797730009
lie;3;7364654515
lka;3;84356860421
lmc;3;7384750127842
lmy;3;37425214512640
lso;3;2046039024
lte;3;28341396914858
ltu;3;77836396962
lux;3;85755006123
lva;3;43627078481
mac;3;47061843715
maf;3;649206262
mar;3;141109373209
mco;3;8784002931
mda;3;16539436547
mdg;3;16031702914
mdv;3;6600000000
mea;3;4287684126920
mex;3;1788886821046
mhl;3;284000000
mic;3;36786942112904
mkd;3;14761237042
mli;3;20904898296
mlt;3;20956999452
mmr;3;64815031669
mna;3;1646554468701
mne;3;7404541964
mng;3;19872180369
mnp;3;858000000
moz;3;20624597846
mrt;3;10452577062
mus;3;14397127281
mwi;3;14084341062
mys;3;399648828546
nac;3;29509296092073
nam;3;12351024843
ncl;3;9623318718
ner;3;16819170420
nga;3;362814951696
nic;3;17829215283
nld;3;1118124749886
nor;3;485513316503
npl;3;40908073366
nru;3;154127798
nzl;3;253465703232
oed;3;64098865773302
omn;3;108192457737
oss;3;234402049500
pak;3;338368455317
pan;3;83382400000
per;3;267603248655
phl;3;437146372729
plw;3;263020733
png;3;30932496249
pol;3;811229100687
pre;3;1562533897053
pri;3;117902300000
prk;3;29600000000
prt;3;287080013574
pry;3;42956263543
pse;3;17396300000
pss;3;11232231820
pst;3;59851800976561
pyf;3;5814661208
qat;3;235770403734
rou;3;351002579629
rus;3;2021421476035
rwa;3;14097768647
sas;3;4475567635413
sau;3;1067582933333
sdn;3;109327023588
sen;3;31013986429
sgp;3;501427500080
slb;3;1631286701
sle;3;3809832236
slv;3;34015620000
smr;3;1855382833
som;3;11679800110
srb;3;75187125426
ssa;3;2030607752381
ssd;3;11997800760
ssf;3;2032749202553
sst;3;298978248910
stp;3;603240748
sur;3;3782437296
svk;3;132793622283
svn;3;68216781410
swe;3;593267701033
swz;3;4597855845
sxm;3;1623165683
syc;3;2141450171
syr;3;8980060818
tca;3;1402054390
tcd;3;13149325358
tea;3;21124121301342
tec;3;5466276097557
tgo;3;9171261835
tha;3;514944993833
tjk;3;12060602008
tkm;3;59887334844
tla;3;6772781697090
tls;3;2243142908
tmn;3;1629170225345
ton;3;500274898
tsa;3;4475567635413
tss;3;2032749202553
tto;3;28139944790
tun;3;48529595416
tur;3;1108022373259
tuv;3;62280311
tza;3;79158286333
uga;3;49272882213
ukr;3;178757021386
umc;3;29403677430761
ury;3;77240831587
usa;3;27360935000000
uzb;3;90889149306
vct;3;1065962962
ven;3;482359318767
vir;3;4444000000
vnm;3;429716969049
vut;3;1126313359
wld;3;105435039507024
wsm;3;934100336
xkx;3;10438351483
yem;3;21606160663
zaf;3;377781600985
zmb;3;28162630953
zwe;3;26538273498
vat;3;15708960
